filename,width,height,class,xmin,ymin,xmax,ymax
cd987c_9_8_png.rf.005a880c2a0e49fcb5af3fde350e0c48.jpg,1920,1080,player,565,645,593,719
cd987c_9_8_png.rf.005a880c2a0e49fcb5af3fde350e0c48.jpg,1920,1080,player,280,602,302,668
cd987c_9_8_png.rf.005a880c2a0e49fcb5af3fde350e0c48.jpg,1920,1080,player,688,645,719,720
cd987c_9_8_png.rf.005a880c2a0e49fcb5af3fde350e0c48.jpg,1920,1080,player,1105,456,1130,497
cd987c_9_8_png.rf.005a880c2a0e49fcb5af3fde350e0c48.jpg,1920,1080,player,1132,425,1154,464
cd987c_9_8_png.rf.005a880c2a0e49fcb5af3fde350e0c48.jpg,1920,1080,referee,415,348,430,381
cd987c_0_3_png.rf.02e911e15fc0a6d4986344430ede50aa.jpg,1920,1080,player,860,332,882,374
cd987c_0_3_png.rf.02e911e15fc0a6d4986344430ede50aa.jpg,1920,1080,player,809,331,832,373
cd987c_0_3_png.rf.02e911e15fc0a6d4986344430ede50aa.jpg,1920,1080,referee,902,362,925,408
cd987c_0_3_png.rf.02e911e15fc0a6d4986344430ede50aa.jpg,1920,1080,player,603,354,623,403
cd987c_0_3_png.rf.02e911e15fc0a6d4986344430ede50aa.jpg,1920,1080,player,348,428,367,487
cd987c_0_3_png.rf.02e911e15fc0a6d4986344430ede50aa.jpg,1920,1080,player,1090,361,1107,409
cd987c_0_3_png.rf.02e911e15fc0a6d4986344430ede50aa.jpg,1920,1080,player,1147,358,1167,408
cd987c_0_3_png.rf.02e911e15fc0a6d4986344430ede50aa.jpg,1920,1080,player,412,368,429,419
cd987c_0_3_png.rf.02e911e15fc0a6d4986344430ede50aa.jpg,1920,1080,goalkeeper,1846,364,1868,419
cd987c_0_3_png.rf.02e911e15fc0a6d4986344430ede50aa.jpg,1920,1080,player,713,383,734,436
cd987c_0_3_png.rf.02e911e15fc0a6d4986344430ede50aa.jpg,1920,1080,player,979,404,999,456
cd987c_0_3_png.rf.02e911e15fc0a6d4986344430ede50aa.jpg,1920,1080,player,649,424,670,482
cd987c_0_3_png.rf.02e911e15fc0a6d4986344430ede50aa.jpg,1920,1080,player,1279,424,1303,488
cd987c_0_3_png.rf.02e911e15fc0a6d4986344430ede50aa.jpg,1920,1080,player,699,439,721,503
cd987c_0_3_png.rf.02e911e15fc0a6d4986344430ede50aa.jpg,1920,1080,player,458,615,486,704
cd987c_0_3_png.rf.02e911e15fc0a6d4986344430ede50aa.jpg,1920,1080,player,1217,470,1247,540
cd987c_0_3_png.rf.02e911e15fc0a6d4986344430ede50aa.jpg,1920,1080,player,1361,542,1391,613
cd987c_0_3_png.rf.02e911e15fc0a6d4986344430ede50aa.jpg,1920,1080,player,1521,703,1565,809
cd987c_0_3_png.rf.02e911e15fc0a6d4986344430ede50aa.jpg,1920,1080,referee,1690,752,1758,860
cd987c_0_3_png.rf.02e911e15fc0a6d4986344430ede50aa.jpg,1920,1080,referee,488,292,505,330
cd987c_0_3_png.rf.02e911e15fc0a6d4986344430ede50aa.jpg,1920,1080,player,618,322,639,359
cd987c_0_3_png.rf.02e911e15fc0a6d4986344430ede50aa.jpg,1920,1080,player,660,320,690,360
cd987c_0_3_png.rf.02e911e15fc0a6d4986344430ede50aa.jpg,1920,1080,ball,765,358,774,369
cd987c_0_3_png.rf.02e911e15fc0a6d4986344430ede50aa.jpg,1920,1080,player,991,290,1016,330
cd987c_0_3_png.rf.02e911e15fc0a6d4986344430ede50aa.jpg,1920,1080,player,1076,309,1101,348
40cd38_3_6_png.rf.0c62acf59ac6d40aa547d4a30b26c061.jpg,1920,1080,player,1438,307,1458,366
40cd38_3_6_png.rf.0c62acf59ac6d40aa547d4a30b26c061.jpg,1920,1080,referee,772,260,789,308
40cd38_3_6_png.rf.0c62acf59ac6d40aa547d4a30b26c061.jpg,1920,1080,player,789,308,807,362
40cd38_3_6_png.rf.0c62acf59ac6d40aa547d4a30b26c061.jpg,1920,1080,player,1329,311,1352,368
40cd38_3_6_png.rf.0c62acf59ac6d40aa547d4a30b26c061.jpg,1920,1080,player,981,299,1008,351
40cd38_3_6_png.rf.0c62acf59ac6d40aa547d4a30b26c061.jpg,1920,1080,player,1652,438,1685,523
40cd38_3_6_png.rf.0c62acf59ac6d40aa547d4a30b26c061.jpg,1920,1080,player,355,338,378,398
40cd38_3_6_png.rf.0c62acf59ac6d40aa547d4a30b26c061.jpg,1920,1080,player,735,313,760,377
40cd38_3_6_png.rf.0c62acf59ac6d40aa547d4a30b26c061.jpg,1920,1080,player,1076,314,1123,365
40cd38_3_6_png.rf.0c62acf59ac6d40aa547d4a30b26c061.jpg,1920,1080,player,1541,357,1568,424
40cd38_3_6_png.rf.0c62acf59ac6d40aa547d4a30b26c061.jpg,1920,1080,player,995,336,1017,401
40cd38_3_6_png.rf.0c62acf59ac6d40aa547d4a30b26c061.jpg,1920,1080,player,447,423,478,507
40cd38_3_6_png.rf.0c62acf59ac6d40aa547d4a30b26c061.jpg,1920,1080,player,939,332,974,383
40cd38_3_6_png.rf.0c62acf59ac6d40aa547d4a30b26c061.jpg,1920,1080,player,1464,357,1489,429
40cd38_3_6_png.rf.0c62acf59ac6d40aa547d4a30b26c061.jpg,1920,1080,player,560,350,584,423
40cd38_3_6_png.rf.0c62acf59ac6d40aa547d4a30b26c061.jpg,1920,1080,referee,920,385,943,458
40cd38_3_6_png.rf.0c62acf59ac6d40aa547d4a30b26c061.jpg,1920,1080,player,956,379,984,449
40cd38_3_6_png.rf.0c62acf59ac6d40aa547d4a30b26c061.jpg,1920,1080,player,1211,374,1239,445
40cd38_3_6_png.rf.0c62acf59ac6d40aa547d4a30b26c061.jpg,1920,1080,player,1363,579,1398,684
40cd38_3_6_png.rf.0c62acf59ac6d40aa547d4a30b26c061.jpg,1920,1080,player,840,667,879,782
40cd38_3_6_png.rf.0c62acf59ac6d40aa547d4a30b26c061.jpg,1920,1080,player,620,411,645,490
40cd38_3_6_png.rf.0c62acf59ac6d40aa547d4a30b26c061.jpg,1920,1080,player,1414,481,1453,579
40cd38_3_6_png.rf.0c62acf59ac6d40aa547d4a30b26c061.jpg,1920,1080,ball,1065,192,1074,202
08fd33_0_3_png.rf.078bd1464102d6868657e90235976456.jpg,1920,1080,referee,770,218,792,257
08fd33_0_3_png.rf.078bd1464102d6868657e90235976456.jpg,1920,1080,player,1448,306,1465,354
08fd33_0_3_png.rf.078bd1464102d6868657e90235976456.jpg,1920,1080,player,1114,257,1136,299
08fd33_0_3_png.rf.078bd1464102d6868657e90235976456.jpg,1920,1080,referee,1183,327,1205,382
08fd33_0_3_png.rf.078bd1464102d6868657e90235976456.jpg,1920,1080,player,1171,377,1201,434
08fd33_0_3_png.rf.078bd1464102d6868657e90235976456.jpg,1920,1080,player,1425,327,1445,383
08fd33_0_3_png.rf.078bd1464102d6868657e90235976456.jpg,1920,1080,player,807,315,831,367
08fd33_0_3_png.rf.078bd1464102d6868657e90235976456.jpg,1920,1080,player,1461,374,1483,437
08fd33_0_3_png.rf.078bd1464102d6868657e90235976456.jpg,1920,1080,player,1110,402,1133,469
08fd33_0_3_png.rf.078bd1464102d6868657e90235976456.jpg,1920,1080,player,1514,377,1539,439
08fd33_0_3_png.rf.078bd1464102d6868657e90235976456.jpg,1920,1080,player,1256,439,1279,504
08fd33_0_3_png.rf.078bd1464102d6868657e90235976456.jpg,1920,1080,player,1574,416,1595,486
08fd33_0_3_png.rf.078bd1464102d6868657e90235976456.jpg,1920,1080,player,931,441,959,506
08fd33_0_3_png.rf.078bd1464102d6868657e90235976456.jpg,1920,1080,player,1687,528,1716,604
08fd33_0_3_png.rf.078bd1464102d6868657e90235976456.jpg,1920,1080,player,827,705,858,787
08fd33_0_3_png.rf.078bd1464102d6868657e90235976456.jpg,1920,1080,player,648,440,673,506
08fd33_0_3_png.rf.078bd1464102d6868657e90235976456.jpg,1920,1080,player,965,555,993,632
08fd33_0_3_png.rf.078bd1464102d6868657e90235976456.jpg,1920,1080,goalkeeper,120,456,139,522
08fd33_0_3_png.rf.078bd1464102d6868657e90235976456.jpg,1920,1080,player,1705,638,1736,714
08fd33_0_3_png.rf.078bd1464102d6868657e90235976456.jpg,1920,1080,player,813,512,846,584
08fd33_0_3_png.rf.078bd1464102d6868657e90235976456.jpg,1920,1080,player,1094,707,1140,800
08fd33_0_3_png.rf.078bd1464102d6868657e90235976456.jpg,1920,1080,player,1251,523,1281,599
08fd33_0_3_png.rf.078bd1464102d6868657e90235976456.jpg,1920,1080,player,1475,670,1514,754
798b45_3_2_png.rf.091182dfeb1f07fe046b89b5a99066b2.jpg,1920,1080,referee,404,216,424,261
798b45_3_2_png.rf.091182dfeb1f07fe046b89b5a99066b2.jpg,1920,1080,ball,1512,340,1524,353
798b45_3_2_png.rf.091182dfeb1f07fe046b89b5a99066b2.jpg,1920,1080,player,651,242,668,284
798b45_3_2_png.rf.091182dfeb1f07fe046b89b5a99066b2.jpg,1920,1080,player,202,451,236,529
798b45_3_2_png.rf.091182dfeb1f07fe046b89b5a99066b2.jpg,1920,1080,player,766,279,791,324
798b45_3_2_png.rf.091182dfeb1f07fe046b89b5a99066b2.jpg,1920,1080,player,486,276,508,326
798b45_3_2_png.rf.091182dfeb1f07fe046b89b5a99066b2.jpg,1920,1080,player,187,478,212,547
798b45_3_2_png.rf.091182dfeb1f07fe046b89b5a99066b2.jpg,1920,1080,player,1200,257,1220,305
798b45_3_2_png.rf.091182dfeb1f07fe046b89b5a99066b2.jpg,1920,1080,player,513,321,550,375
798b45_3_2_png.rf.091182dfeb1f07fe046b89b5a99066b2.jpg,1920,1080,player,281,304,307,360
798b45_3_2_png.rf.091182dfeb1f07fe046b89b5a99066b2.jpg,1920,1080,player,1285,251,1318,294
798b45_3_2_png.rf.091182dfeb1f07fe046b89b5a99066b2.jpg,1920,1080,player,1054,315,1078,368
798b45_3_2_png.rf.091182dfeb1f07fe046b89b5a99066b2.jpg,1920,1080,player,985,407,1028,478
798b45_3_2_png.rf.091182dfeb1f07fe046b89b5a99066b2.jpg,1920,1080,player,1291,318,1326,362
798b45_3_2_png.rf.091182dfeb1f07fe046b89b5a99066b2.jpg,1920,1080,player,366,350,394,416
798b45_3_2_png.rf.091182dfeb1f07fe046b89b5a99066b2.jpg,1920,1080,player,950,477,995,550
798b45_3_2_png.rf.091182dfeb1f07fe046b89b5a99066b2.jpg,1920,1080,player,832,395,871,462
798b45_3_2_png.rf.091182dfeb1f07fe046b89b5a99066b2.jpg,1920,1080,player,318,397,362,467
798b45_3_2_png.rf.091182dfeb1f07fe046b89b5a99066b2.jpg,1920,1080,referee,596,402,630,476
798b45_3_2_png.rf.091182dfeb1f07fe046b89b5a99066b2.jpg,1920,1080,player,652,726,702,841
798b45_3_2_png.rf.091182dfeb1f07fe046b89b5a99066b2.jpg,1920,1080,player,1733,345,1752,408
798b45_3_2_png.rf.091182dfeb1f07fe046b89b5a99066b2.jpg,1920,1080,player,1658,555,1706,652
744b27_1_5_png.rf.0293f62ce3cc499dc2b6c42acf56d2a6.jpg,1920,1080,referee,287,336,304,375
744b27_1_5_png.rf.0293f62ce3cc499dc2b6c42acf56d2a6.jpg,1920,1080,player,657,344,682,380
744b27_1_5_png.rf.0293f62ce3cc499dc2b6c42acf56d2a6.jpg,1920,1080,player,682,344,701,384
744b27_1_5_png.rf.0293f62ce3cc499dc2b6c42acf56d2a6.jpg,1920,1080,player,1439,328,1454,368
744b27_1_5_png.rf.0293f62ce3cc499dc2b6c42acf56d2a6.jpg,1920,1080,player,1359,341,1378,383
744b27_1_5_png.rf.0293f62ce3cc499dc2b6c42acf56d2a6.jpg,1920,1080,player,506,367,524,408
744b27_1_5_png.rf.0293f62ce3cc499dc2b6c42acf56d2a6.jpg,1920,1080,player,717,364,742,408
744b27_1_5_png.rf.0293f62ce3cc499dc2b6c42acf56d2a6.jpg,1920,1080,goalkeeper,1733,374,1755,424
744b27_1_5_png.rf.0293f62ce3cc499dc2b6c42acf56d2a6.jpg,1920,1080,player,1386,347,1401,393
744b27_1_5_png.rf.0293f62ce3cc499dc2b6c42acf56d2a6.jpg,1920,1080,player,689,408,707,456
744b27_1_5_png.rf.0293f62ce3cc499dc2b6c42acf56d2a6.jpg,1920,1080,referee,1146,356,1168,403
744b27_1_5_png.rf.0293f62ce3cc499dc2b6c42acf56d2a6.jpg,1920,1080,player,1102,351,1116,394
744b27_1_5_png.rf.0293f62ce3cc499dc2b6c42acf56d2a6.jpg,1920,1080,player,1036,383,1057,425
744b27_1_5_png.rf.0293f62ce3cc499dc2b6c42acf56d2a6.jpg,1920,1080,player,1194,391,1216,439
744b27_1_5_png.rf.0293f62ce3cc499dc2b6c42acf56d2a6.jpg,1920,1080,player,1116,391,1134,442
744b27_1_5_png.rf.0293f62ce3cc499dc2b6c42acf56d2a6.jpg,1920,1080,player,1533,426,1560,480
744b27_1_5_png.rf.0293f62ce3cc499dc2b6c42acf56d2a6.jpg,1920,1080,player,1500,452,1529,503
744b27_1_5_png.rf.0293f62ce3cc499dc2b6c42acf56d2a6.jpg,1920,1080,player,268,417,292,474
744b27_1_5_png.rf.0293f62ce3cc499dc2b6c42acf56d2a6.jpg,1920,1080,player,877,437,892,491
744b27_1_5_png.rf.0293f62ce3cc499dc2b6c42acf56d2a6.jpg,1920,1080,player,346,537,378,610
744b27_1_5_png.rf.0293f62ce3cc499dc2b6c42acf56d2a6.jpg,1920,1080,player,306,487,328,553
744b27_1_5_png.rf.0293f62ce3cc499dc2b6c42acf56d2a6.jpg,1920,1080,player,748,561,785,626
4b770a_7_4_png.rf.0d32debf0134ad7c91f72cae1647cc7c.jpg,1920,1080,player,1106,246,1123,288
4b770a_7_4_png.rf.0d32debf0134ad7c91f72cae1647cc7c.jpg,1920,1080,player,1353,335,1385,390
4b770a_7_4_png.rf.0d32debf0134ad7c91f72cae1647cc7c.jpg,1920,1080,player,1251,290,1271,337
4b770a_7_4_png.rf.0d32debf0134ad7c91f72cae1647cc7c.jpg,1920,1080,player,665,287,685,333
4b770a_7_4_png.rf.0d32debf0134ad7c91f72cae1647cc7c.jpg,1920,1080,player,598,361,622,415
4b770a_7_4_png.rf.0d32debf0134ad7c91f72cae1647cc7c.jpg,1920,1080,referee,1061,353,1089,411
4b770a_7_4_png.rf.0d32debf0134ad7c91f72cae1647cc7c.jpg,1920,1080,player,861,305,882,358
4b770a_7_4_png.rf.0d32debf0134ad7c91f72cae1647cc7c.jpg,1920,1080,player,1398,365,1428,426
4b770a_7_4_png.rf.0d32debf0134ad7c91f72cae1647cc7c.jpg,1920,1080,player,1330,347,1360,407
4b770a_7_4_png.rf.0d32debf0134ad7c91f72cae1647cc7c.jpg,1920,1080,player,1097,351,1117,407
4b770a_7_4_png.rf.0d32debf0134ad7c91f72cae1647cc7c.jpg,1920,1080,player,929,314,962,365
4b770a_7_4_png.rf.0d32debf0134ad7c91f72cae1647cc7c.jpg,1920,1080,player,1139,368,1168,428
4b770a_7_4_png.rf.0d32debf0134ad7c91f72cae1647cc7c.jpg,1920,1080,player,1249,463,1305,519
4b770a_7_4_png.rf.0d32debf0134ad7c91f72cae1647cc7c.jpg,1920,1080,player,1431,528,1459,603
4b770a_7_4_png.rf.0d32debf0134ad7c91f72cae1647cc7c.jpg,1920,1080,player,1514,480,1546,556
4b770a_7_4_png.rf.0d32debf0134ad7c91f72cae1647cc7c.jpg,1920,1080,player,621,421,648,488
4b770a_7_4_png.rf.0d32debf0134ad7c91f72cae1647cc7c.jpg,1920,1080,player,983,559,1027,631
4b770a_7_4_png.rf.0d32debf0134ad7c91f72cae1647cc7c.jpg,1920,1080,player,412,330,440,389
4b770a_7_4_png.rf.0d32debf0134ad7c91f72cae1647cc7c.jpg,1920,1080,player,1575,546,1614,625
4b770a_7_4_png.rf.0d32debf0134ad7c91f72cae1647cc7c.jpg,1920,1080,player,825,603,870,695
4b770a_7_4_png.rf.0d32debf0134ad7c91f72cae1647cc7c.jpg,1920,1080,player,239,516,274,597
4b770a_7_4_png.rf.0d32debf0134ad7c91f72cae1647cc7c.jpg,1920,1080,referee,524,236,545,278
4b770a_7_4_png.rf.0d32debf0134ad7c91f72cae1647cc7c.jpg,1920,1080,ball,816,646,834,665
538438_7_6_png.rf.0741958eca28509613d184cbdde361be.jpg,1920,1080,goalkeeper,1907,524,1920,564
538438_7_6_png.rf.0741958eca28509613d184cbdde361be.jpg,1920,1080,player,1129,406,1147,442
538438_7_6_png.rf.0741958eca28509613d184cbdde361be.jpg,1920,1080,player,713,476,728,522
538438_7_6_png.rf.0741958eca28509613d184cbdde361be.jpg,1920,1080,player,876,507,899,554
538438_7_6_png.rf.0741958eca28509613d184cbdde361be.jpg,1920,1080,player,768,552,788,605
538438_7_6_png.rf.0741958eca28509613d184cbdde361be.jpg,1920,1080,player,1311,469,1331,513
538438_7_6_png.rf.0741958eca28509613d184cbdde361be.jpg,1920,1080,player,874,449,891,489
538438_7_6_png.rf.0741958eca28509613d184cbdde361be.jpg,1920,1080,player,622,499,647,547
538438_7_6_png.rf.0741958eca28509613d184cbdde361be.jpg,1920,1080,player,692,457,707,498
538438_7_6_png.rf.0741958eca28509613d184cbdde361be.jpg,1920,1080,player,651,806,693,878
538438_7_6_png.rf.0741958eca28509613d184cbdde361be.jpg,1920,1080,player,912,503,927,550
538438_7_6_png.rf.0741958eca28509613d184cbdde361be.jpg,1920,1080,referee,826,607,853,667
538438_7_6_png.rf.0741958eca28509613d184cbdde361be.jpg,1920,1080,referee,1838,845,1883,927
538438_7_6_png.rf.0741958eca28509613d184cbdde361be.jpg,1920,1080,player,1198,577,1220,626
538438_7_6_png.rf.0741958eca28509613d184cbdde361be.jpg,1920,1080,player,1612,638,1640,701
538438_7_6_png.rf.0741958eca28509613d184cbdde361be.jpg,1920,1080,player,660,563,688,619
538438_7_6_png.rf.0741958eca28509613d184cbdde361be.jpg,1920,1080,player,1184,605,1206,660
538438_7_6_png.rf.0741958eca28509613d184cbdde361be.jpg,1920,1080,player,865,664,892,730
538438_7_6_png.rf.0741958eca28509613d184cbdde361be.jpg,1920,1080,player,553,575,577,630
538438_7_6_png.rf.0741958eca28509613d184cbdde361be.jpg,1920,1080,player,1041,796,1067,869
538438_7_6_png.rf.0741958eca28509613d184cbdde361be.jpg,1920,1080,player,537,704,565,770
538438_7_6_png.rf.0741958eca28509613d184cbdde361be.jpg,1920,1080,player,983,662,1006,726
538438_7_6_png.rf.0741958eca28509613d184cbdde361be.jpg,1920,1080,player,927,757,955,834
538438_7_6_png.rf.0741958eca28509613d184cbdde361be.jpg,1920,1080,referee,731,380,748,415
538438_7_6_png.rf.0741958eca28509613d184cbdde361be.jpg,1920,1080,ball,1196,606,1207,617
08fd33_0_4_png.rf.09a8cfa8fd7af31db73ffd28ff957fb2.jpg,1920,1080,referee,631,206,650,245
08fd33_0_4_png.rf.09a8cfa8fd7af31db73ffd28ff957fb2.jpg,1920,1080,player,1063,213,1093,256
08fd33_0_4_png.rf.09a8cfa8fd7af31db73ffd28ff957fb2.jpg,1920,1080,referee,1123,304,1142,365
08fd33_0_4_png.rf.09a8cfa8fd7af31db73ffd28ff957fb2.jpg,1920,1080,player,1319,266,1337,312
08fd33_0_4_png.rf.09a8cfa8fd7af31db73ffd28ff957fb2.jpg,1920,1080,player,1283,284,1301,339
08fd33_0_4_png.rf.09a8cfa8fd7af31db73ffd28ff957fb2.jpg,1920,1080,player,1003,302,1022,354
08fd33_0_4_png.rf.09a8cfa8fd7af31db73ffd28ff957fb2.jpg,1920,1080,player,871,434,905,508
08fd33_0_4_png.rf.09a8cfa8fd7af31db73ffd28ff957fb2.jpg,1920,1080,player,741,289,773,342
08fd33_0_4_png.rf.09a8cfa8fd7af31db73ffd28ff957fb2.jpg,1920,1080,player,1121,362,1143,425
08fd33_0_4_png.rf.09a8cfa8fd7af31db73ffd28ff957fb2.jpg,1920,1080,player,1444,347,1472,410
08fd33_0_4_png.rf.09a8cfa8fd7af31db73ffd28ff957fb2.jpg,1920,1080,player,917,353,940,416
08fd33_0_4_png.rf.09a8cfa8fd7af31db73ffd28ff957fb2.jpg,1920,1080,player,858,495,887,577
08fd33_0_4_png.rf.09a8cfa8fd7af31db73ffd28ff957fb2.jpg,1920,1080,player,824,384,849,454
08fd33_0_4_png.rf.09a8cfa8fd7af31db73ffd28ff957fb2.jpg,1920,1080,player,1385,310,1408,369
08fd33_0_4_png.rf.09a8cfa8fd7af31db73ffd28ff957fb2.jpg,1920,1080,player,1613,645,1646,728
08fd33_0_4_png.rf.09a8cfa8fd7af31db73ffd28ff957fb2.jpg,1920,1080,player,1584,612,1614,691
08fd33_0_4_png.rf.09a8cfa8fd7af31db73ffd28ff957fb2.jpg,1920,1080,player,938,675,973,759
08fd33_0_4_png.rf.09a8cfa8fd7af31db73ffd28ff957fb2.jpg,1920,1080,player,1610,460,1640,537
08fd33_0_4_png.rf.09a8cfa8fd7af31db73ffd28ff957fb2.jpg,1920,1080,player,544,396,572,463
08fd33_0_4_png.rf.09a8cfa8fd7af31db73ffd28ff957fb2.jpg,1920,1080,player,881,642,910,737
08fd33_0_4_png.rf.09a8cfa8fd7af31db73ffd28ff957fb2.jpg,1920,1080,player,1229,460,1259,529
08fd33_0_4_png.rf.09a8cfa8fd7af31db73ffd28ff957fb2.jpg,1920,1080,player,1495,362,1519,429
08fd33_0_4_png.rf.09a8cfa8fd7af31db73ffd28ff957fb2.jpg,1920,1080,ball,778,330,789,345
a9f16c_2_8_png.rf.0d4f57c6c6c2c25460955d1db6481cff.jpg,1920,1080,player,377,629,400,679
a9f16c_2_8_png.rf.0d4f57c6c6c2c25460955d1db6481cff.jpg,1920,1080,player,591,478,619,524
a9f16c_2_8_png.rf.0d4f57c6c6c2c25460955d1db6481cff.jpg,1920,1080,player,639,424,655,467
a9f16c_2_8_png.rf.0d4f57c6c6c2c25460955d1db6481cff.jpg,1920,1080,player,549,488,567,536
a9f16c_2_8_png.rf.0d4f57c6c6c2c25460955d1db6481cff.jpg,1920,1080,player,846,458,862,504
a9f16c_2_8_png.rf.0d4f57c6c6c2c25460955d1db6481cff.jpg,1920,1080,ball,796,723,808,736
a9f16c_2_8_png.rf.0d4f57c6c6c2c25460955d1db6481cff.jpg,1920,1080,player,1477,461,1501,523
a9f16c_2_8_png.rf.0d4f57c6c6c2c25460955d1db6481cff.jpg,1920,1080,player,927,426,949,474
a9f16c_2_8_png.rf.0d4f57c6c6c2c25460955d1db6481cff.jpg,1920,1080,player,363,664,397,727
a9f16c_2_8_png.rf.0d4f57c6c6c2c25460955d1db6481cff.jpg,1920,1080,player,394,521,420,571
a9f16c_2_8_png.rf.0d4f57c6c6c2c25460955d1db6481cff.jpg,1920,1080,player,1315,603,1334,665
a9f16c_2_8_png.rf.0d4f57c6c6c2c25460955d1db6481cff.jpg,1920,1080,player,1083,508,1110,566
a9f16c_2_8_png.rf.0d4f57c6c6c2c25460955d1db6481cff.jpg,1920,1080,referee,1504,955,1558,1037
a9f16c_2_8_png.rf.0d4f57c6c6c2c25460955d1db6481cff.jpg,1920,1080,referee,789,508,809,561
a9f16c_2_8_png.rf.0d4f57c6c6c2c25460955d1db6481cff.jpg,1920,1080,player,406,672,438,737
a9f16c_2_8_png.rf.0d4f57c6c6c2c25460955d1db6481cff.jpg,1920,1080,player,1478,740,1514,811
a9f16c_2_8_png.rf.0d4f57c6c6c2c25460955d1db6481cff.jpg,1920,1080,player,700,644,733,701
a9f16c_2_8_png.rf.0d4f57c6c6c2c25460955d1db6481cff.jpg,1920,1080,player,1151,347,1170,388
a9f16c_2_8_png.rf.0d4f57c6c6c2c25460955d1db6481cff.jpg,1920,1080,player,730,666,777,732
a9f16c_2_8_png.rf.0d4f57c6c6c2c25460955d1db6481cff.jpg,1920,1080,player,351,619,378,670
a9f16c_2_8_png.rf.0d4f57c6c6c2c25460955d1db6481cff.jpg,1920,1080,goalkeeper,470,357,494,396
a9f16c_2_8_png.rf.0d4f57c6c6c2c25460955d1db6481cff.jpg,1920,1080,player,850,354,868,392
a9f16c_2_8_png.rf.0d4f57c6c6c2c25460955d1db6481cff.jpg,1920,1080,player,641,414,662,452
a9f16c_2_8_png.rf.0d4f57c6c6c2c25460955d1db6481cff.jpg,1920,1080,referee,933,254,950,281
573e61_5_8_png.rf.04dd3691b3a9176e8aeb0af17ca62551.jpg,1920,1080,player,623,369,642,404
573e61_5_8_png.rf.04dd3691b3a9176e8aeb0af17ca62551.jpg,1920,1080,goalkeeper,1736,381,1754,417
573e61_5_8_png.rf.04dd3691b3a9176e8aeb0af17ca62551.jpg,1920,1080,player,814,381,842,421
573e61_5_8_png.rf.04dd3691b3a9176e8aeb0af17ca62551.jpg,1920,1080,player,1033,330,1048,366
573e61_5_8_png.rf.04dd3691b3a9176e8aeb0af17ca62551.jpg,1920,1080,player,1212,406,1240,446
573e61_5_8_png.rf.04dd3691b3a9176e8aeb0af17ca62551.jpg,1920,1080,player,1101,416,1126,456
573e61_5_8_png.rf.04dd3691b3a9176e8aeb0af17ca62551.jpg,1920,1080,player,839,478,857,528
573e61_5_8_png.rf.04dd3691b3a9176e8aeb0af17ca62551.jpg,1920,1080,referee,906,453,933,502
573e61_5_8_png.rf.04dd3691b3a9176e8aeb0af17ca62551.jpg,1920,1080,player,1381,418,1396,469
573e61_5_8_png.rf.04dd3691b3a9176e8aeb0af17ca62551.jpg,1920,1080,player,1343,573,1372,626
573e61_5_8_png.rf.04dd3691b3a9176e8aeb0af17ca62551.jpg,1920,1080,player,592,424,607,474
573e61_5_8_png.rf.04dd3691b3a9176e8aeb0af17ca62551.jpg,1920,1080,player,978,520,995,577
